Id;URL Repository;URL Commit;Files;Hash;BugType1;BugType2;RootCause;ImpactsFromBugs;Lines Changed Total Added;Lines Changed Total Deleted;Lines Changed File Added;Lines Changed File Deleted;Lines Changed File Deleted ;Lines Changed Total Deleted ;Message Commit
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/48bfa87af83743cbfd70bf0bb1cd6969e3c84b89;nbs/61_tutorial.medical_imaging.ipynb;48bfa87af83743cbfd70bf0bb1cd6969e3c84b89;environments and settings;;Version Problems;Run Error;887;;12;;0;7;fixes #2843
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/48bfa87af83743cbfd70bf0bb1cd6969e3c84b89;nbs/65_medical.text.ipynb;48bfa87af83743cbfd70bf0bb1cd6969e3c84b89;environments and settings;;Version Problems;Run Error;887;;12;;0;7;fixes #2843
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/48bfa87af83743cbfd70bf0bb1cd6969e3c84b89;nbs/70_callback.wandb.ipynb;48bfa87af83743cbfd70bf0bb1cd6969e3c84b89;environments and settings;;Version Problems;Run Error;887;;12;;0;7;fixes #2843
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/48bfa87af83743cbfd70bf0bb1cd6969e3c84b89;nbs/71_callback.tensorboard.ipynb;48bfa87af83743cbfd70bf0bb1cd6969e3c84b89;environments and settings;;Version Problems;Run Error;887;;12;;0;7;fixes #2843
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/48bfa87af83743cbfd70bf0bb1cd6969e3c84b89;nbs/72_callback.neptune.ipynb;48bfa87af83743cbfd70bf0bb1cd6969e3c84b89;environments and settings;;Version Problems;Run Error;887;;12;;0;7;fixes #2843
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/48bfa87af83743cbfd70bf0bb1cd6969e3c84b89;nbs/73_callback.captum.ipynb;48bfa87af83743cbfd70bf0bb1cd6969e3c84b89;environments and settings;;Version Problems;Run Error;887;;12;;0;7;fixes #2843
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/48bfa87af83743cbfd70bf0bb1cd6969e3c84b89;nbs/74_callback.cutmix.ipynb;48bfa87af83743cbfd70bf0bb1cd6969e3c84b89;environments and settings;;Version Problems;Run Error;887;;12;;0;7;fixes #2843
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/48bfa87af83743cbfd70bf0bb1cd6969e3c84b89;nbs/97_test_utils.ipynb;48bfa87af83743cbfd70bf0bb1cd6969e3c84b89;environments and settings;;Version Problems;Run Error;887;;12;;0;7;fixes #2843
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/48bfa87af83743cbfd70bf0bb1cd6969e3c84b89;nbs/99_pytorch_doc.ipynb;48bfa87af83743cbfd70bf0bb1cd6969e3c84b89;environments and settings;;Version Problems;Run Error;887;;12;;0;7;fixes #2843
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/48bfa87af83743cbfd70bf0bb1cd6969e3c84b89;nbs/_09a_rect_augment.ipynb;48bfa87af83743cbfd70bf0bb1cd6969e3c84b89;environments and settings;;Version Problems;Run Error;887;;12;;0;7;fixes #2843
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/48bfa87af83743cbfd70bf0bb1cd6969e3c84b89;nbs/_42_tabular_rapids.ipynb;48bfa87af83743cbfd70bf0bb1cd6969e3c84b89;environments and settings;;Version Problems;Run Error;887;;12;;0;7;fixes #2843
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/48bfa87af83743cbfd70bf0bb1cd6969e3c84b89;nbs/_notebook2jekyll.ipynb;48bfa87af83743cbfd70bf0bb1cd6969e3c84b89;environments and settings;;Version Problems;Run Error;887;;12;;0;7;fixes #2843
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/48bfa87af83743cbfd70bf0bb1cd6969e3c84b89;nbs/_whl2conda.ipynb;48bfa87af83743cbfd70bf0bb1cd6969e3c84b89;environments and settings;;Version Problems;Run Error;887;;12;;0;7;fixes #2843
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/48bfa87af83743cbfd70bf0bb1cd6969e3c84b89;nbs/dev-setup.ipynb;48bfa87af83743cbfd70bf0bb1cd6969e3c84b89;environments and settings;;Version Problems;Run Error;887;;12;;0;7;fixes #2843
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/48bfa87af83743cbfd70bf0bb1cd6969e3c84b89;nbs/index.ipynb;48bfa87af83743cbfd70bf0bb1cd6969e3c84b89;environments and settings;;Version Problems;Run Error;887;;12;;0;7;fixes #2843
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/48bfa87af83743cbfd70bf0bb1cd6969e3c84b89;nbs/quick_start.ipynb;48bfa87af83743cbfd70bf0bb1cd6969e3c84b89;environments and settings;;Version Problems;Run Error;887;;12;;0;7;fixes #2843
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/48bfa87af83743cbfd70bf0bb1cd6969e3c84b89;nbs/tutorial.ipynb;48bfa87af83743cbfd70bf0bb1cd6969e3c84b89;environments and settings;;Version Problems;Run Error;887;;12;;0;7;fixes #2843
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/1e8397133d5c0b2ff7449e3bee3cf29ad767a60f;nbs/37_text.learner.ipynb;1e8397133d5c0b2ff7449e3bee3cf29ad767a60f;implementation;;Logic error;Incorrect Functionality;8;;4;;2;4;#2789 related, some times download of a model isn't complete (with pth and pkl). Capture the error and show a descriptive message (#2806)
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/e88ec0115213d1eb1616e0f27eb870ba042283ed;nbs/dev-setup.ipynb;e88ec0115213d1eb1616e0f27eb870ba042283ed;implementation;;Logic error;Incorrect Functionality;1;;1;;1;1;fix typo (#2670) * fix typo * Return kernelspec to bash
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/07cb55835b0acddd6f3b023eb2b057e818397765;nbs/00_torch_core.ipynb;07cb55835b0acddd6f3b023eb2b057e818397765;environments and settings;;Install and Configuration Problems;Run Error;73;;10;;1;6;Hide nbdev import (#530) * Hide nbdev import * Fix notebook _09a_rect_augment.ipynb * Export notebook changes to the library * Fix tabular.learner * Fix vision.core * Undo torch_core
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/07cb55835b0acddd6f3b023eb2b057e818397765;nbs/01_layers.ipynb;07cb55835b0acddd6f3b023eb2b057e818397765;environments and settings;;Install and Configuration Problems;Run Error;73;;1;;0;6;Hide nbdev import (#530) * Hide nbdev import * Fix notebook _09a_rect_augment.ipynb * Export notebook changes to the library * Fix tabular.learner * Fix vision.core * Undo torch_core
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/07cb55835b0acddd6f3b023eb2b057e818397765;nbs/02_data.load.ipynb;07cb55835b0acddd6f3b023eb2b057e818397765;environments and settings;;Install and Configuration Problems;Run Error;73;;1;;0;6;Hide nbdev import (#530) * Hide nbdev import * Fix notebook _09a_rect_augment.ipynb * Export notebook changes to the library * Fix tabular.learner * Fix vision.core * Undo torch_core
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/07cb55835b0acddd6f3b023eb2b057e818397765;nbs/03_data.core.ipynb;07cb55835b0acddd6f3b023eb2b057e818397765;environments and settings;;Install and Configuration Problems;Run Error;73;;1;;0;6;Hide nbdev import (#530) * Hide nbdev import * Fix notebook _09a_rect_augment.ipynb * Export notebook changes to the library * Fix tabular.learner * Fix vision.core * Undo torch_core
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/07cb55835b0acddd6f3b023eb2b057e818397765;nbs/05_data.transforms.ipynb;07cb55835b0acddd6f3b023eb2b057e818397765;environments and settings;;Install and Configuration Problems;Run Error;73;;1;;0;6;Hide nbdev import (#530) * Hide nbdev import * Fix notebook _09a_rect_augment.ipynb * Export notebook changes to the library * Fix tabular.learner * Fix vision.core * Undo torch_core
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/07cb55835b0acddd6f3b023eb2b057e818397765;nbs/06_data.block.ipynb;07cb55835b0acddd6f3b023eb2b057e818397765;environments and settings;;Install and Configuration Problems;Run Error;73;;1;;0;6;Hide nbdev import (#530) * Hide nbdev import * Fix notebook _09a_rect_augment.ipynb * Export notebook changes to the library * Fix tabular.learner * Fix vision.core * Undo torch_core
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/07cb55835b0acddd6f3b023eb2b057e818397765;nbs/07_vision.core.ipynb;07cb55835b0acddd6f3b023eb2b057e818397765;environments and settings;;Install and Configuration Problems;Run Error;73;;10;;1;6;Hide nbdev import (#530) * Hide nbdev import * Fix notebook _09a_rect_augment.ipynb * Export notebook changes to the library * Fix tabular.learner * Fix vision.core * Undo torch_core
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/07cb55835b0acddd6f3b023eb2b057e818397765;nbs/09_vision.augment.ipynb;07cb55835b0acddd6f3b023eb2b057e818397765;environments and settings;;Install and Configuration Problems;Run Error;73;;1;;0;6;Hide nbdev import (#530) * Hide nbdev import * Fix notebook _09a_rect_augment.ipynb * Export notebook changes to the library * Fix tabular.learner * Fix vision.core * Undo torch_core
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/07cb55835b0acddd6f3b023eb2b057e818397765;nbs/11_vision.models.xresnet.ipynb;07cb55835b0acddd6f3b023eb2b057e818397765;environments and settings;;Install and Configuration Problems;Run Error;73;;1;;0;6;Hide nbdev import (#530) * Hide nbdev import * Fix notebook _09a_rect_augment.ipynb * Export notebook changes to the library * Fix tabular.learner * Fix vision.core * Undo torch_core
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/07cb55835b0acddd6f3b023eb2b057e818397765;nbs/12_optimizer.ipynb;07cb55835b0acddd6f3b023eb2b057e818397765;environments and settings;;Install and Configuration Problems;Run Error;73;;1;;0;6;Hide nbdev import (#530) * Hide nbdev import * Fix notebook _09a_rect_augment.ipynb * Export notebook changes to the library * Fix tabular.learner * Fix vision.core * Undo torch_core
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/07cb55835b0acddd6f3b023eb2b057e818397765;nbs/13_callback.core.ipynb;07cb55835b0acddd6f3b023eb2b057e818397765;environments and settings;;Install and Configuration Problems;Run Error;73;;1;;0;6;Hide nbdev import (#530) * Hide nbdev import * Fix notebook _09a_rect_augment.ipynb * Export notebook changes to the library * Fix tabular.learner * Fix vision.core * Undo torch_core
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/07cb55835b0acddd6f3b023eb2b057e818397765;nbs/13b_metrics.ipynb;07cb55835b0acddd6f3b023eb2b057e818397765;environments and settings;;Install and Configuration Problems;Run Error;73;;1;;0;6;Hide nbdev import (#530) * Hide nbdev import * Fix notebook _09a_rect_augment.ipynb * Export notebook changes to the library * Fix tabular.learner * Fix vision.core * Undo torch_core
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/07cb55835b0acddd6f3b023eb2b057e818397765;nbs/14_callback.schedule.ipynb;07cb55835b0acddd6f3b023eb2b057e818397765;environments and settings;;Install and Configuration Problems;Run Error;73;;1;;0;6;Hide nbdev import (#530) * Hide nbdev import * Fix notebook _09a_rect_augment.ipynb * Export notebook changes to the library * Fix tabular.learner * Fix vision.core * Undo torch_core
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/07cb55835b0acddd6f3b023eb2b057e818397765;nbs/14a_callback.data.ipynb;07cb55835b0acddd6f3b023eb2b057e818397765;environments and settings;;Install and Configuration Problems;Run Error;73;;1;;0;6;Hide nbdev import (#530) * Hide nbdev import * Fix notebook _09a_rect_augment.ipynb * Export notebook changes to the library * Fix tabular.learner * Fix vision.core * Undo torch_core
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/07cb55835b0acddd6f3b023eb2b057e818397765;nbs/15_callback.hook.ipynb;07cb55835b0acddd6f3b023eb2b057e818397765;environments and settings;;Install and Configuration Problems;Run Error;73;;1;;0;6;Hide nbdev import (#530) * Hide nbdev import * Fix notebook _09a_rect_augment.ipynb * Export notebook changes to the library * Fix tabular.learner * Fix vision.core * Undo torch_core
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/07cb55835b0acddd6f3b023eb2b057e818397765;nbs/15a_vision.models.unet.ipynb;07cb55835b0acddd6f3b023eb2b057e818397765;environments and settings;;Install and Configuration Problems;Run Error;73;;1;;0;6;Hide nbdev import (#530) * Hide nbdev import * Fix notebook _09a_rect_augment.ipynb * Export notebook changes to the library * Fix tabular.learner * Fix vision.core * Undo torch_core
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/07cb55835b0acddd6f3b023eb2b057e818397765;nbs/16_callback.progress.ipynb;07cb55835b0acddd6f3b023eb2b057e818397765;environments and settings;;Install and Configuration Problems;Run Error;73;;1;;0;6;Hide nbdev import (#530) * Hide nbdev import * Fix notebook _09a_rect_augment.ipynb * Export notebook changes to the library * Fix tabular.learner * Fix vision.core * Undo torch_core
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/07cb55835b0acddd6f3b023eb2b057e818397765;nbs/17_callback.tracker.ipynb;07cb55835b0acddd6f3b023eb2b057e818397765;environments and settings;;Install and Configuration Problems;Run Error;73;;1;;0;6;Hide nbdev import (#530) * Hide nbdev import * Fix notebook _09a_rect_augment.ipynb * Export notebook changes to the library * Fix tabular.learner * Fix vision.core * Undo torch_core
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/07cb55835b0acddd6f3b023eb2b057e818397765;nbs/19_callback.mixup.ipynb;07cb55835b0acddd6f3b023eb2b057e818397765;environments and settings;;Install and Configuration Problems;Run Error;73;;1;;0;6;Hide nbdev import (#530) * Hide nbdev import * Fix notebook _09a_rect_augment.ipynb * Export notebook changes to the library * Fix tabular.learner * Fix vision.core * Undo torch_core
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/07cb55835b0acddd6f3b023eb2b057e818397765;nbs/32_text.models.awdlstm.ipynb;07cb55835b0acddd6f3b023eb2b057e818397765;environments and settings;;Install and Configuration Problems;Run Error;73;;1;;0;6;Hide nbdev import (#530) * Hide nbdev import * Fix notebook _09a_rect_augment.ipynb * Export notebook changes to the library * Fix tabular.learner * Fix vision.core * Undo torch_core
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/07cb55835b0acddd6f3b023eb2b057e818397765;nbs/33_text.models.core.ipynb;07cb55835b0acddd6f3b023eb2b057e818397765;environments and settings;;Install and Configuration Problems;Run Error;73;;1;;0;6;Hide nbdev import (#530) * Hide nbdev import * Fix notebook _09a_rect_augment.ipynb * Export notebook changes to the library * Fix tabular.learner * Fix vision.core * Undo torch_core
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/07cb55835b0acddd6f3b023eb2b057e818397765;nbs/34_callback.rnn.ipynb;07cb55835b0acddd6f3b023eb2b057e818397765;environments and settings;;Install and Configuration Problems;Run Error;73;;1;;0;6;Hide nbdev import (#530) * Hide nbdev import * Fix notebook _09a_rect_augment.ipynb * Export notebook changes to the library * Fix tabular.learner * Fix vision.core * Undo torch_core
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/07cb55835b0acddd6f3b023eb2b057e818397765;nbs/36_text.models.qrnn.ipynb;07cb55835b0acddd6f3b023eb2b057e818397765;environments and settings;;Install and Configuration Problems;Run Error;73;;1;;0;6;Hide nbdev import (#530) * Hide nbdev import * Fix notebook _09a_rect_augment.ipynb * Export notebook changes to the library * Fix tabular.learner * Fix vision.core * Undo torch_core
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/07cb55835b0acddd6f3b023eb2b057e818397765;nbs/40_tabular.core.ipynb;07cb55835b0acddd6f3b023eb2b057e818397765;environments and settings;;Install and Configuration Problems;Run Error;73;;1;;0;6;Hide nbdev import (#530) * Hide nbdev import * Fix notebook _09a_rect_augment.ipynb * Export notebook changes to the library * Fix tabular.learner * Fix vision.core * Undo torch_core
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/07cb55835b0acddd6f3b023eb2b057e818397765;nbs/42_tabular.model.ipynb;07cb55835b0acddd6f3b023eb2b057e818397765;environments and settings;;Install and Configuration Problems;Run Error;73;;1;;0;6;Hide nbdev import (#530) * Hide nbdev import * Fix notebook _09a_rect_augment.ipynb * Export notebook changes to the library * Fix tabular.learner * Fix vision.core * Undo torch_core
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/07cb55835b0acddd6f3b023eb2b057e818397765;nbs/43_tabular.learner.ipynb;07cb55835b0acddd6f3b023eb2b057e818397765;environments and settings;;Install and Configuration Problems;Run Error;73;;10;;1;6;Hide nbdev import (#530) * Hide nbdev import * Fix notebook _09a_rect_augment.ipynb * Export notebook changes to the library * Fix tabular.learner * Fix vision.core * Undo torch_core
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/07cb55835b0acddd6f3b023eb2b057e818397765;nbs/50_tutorial.datablock.ipynb;07cb55835b0acddd6f3b023eb2b057e818397765;environments and settings;;Install and Configuration Problems;Run Error;73;;1;;1;6;Hide nbdev import (#530) * Hide nbdev import * Fix notebook _09a_rect_augment.ipynb * Export notebook changes to the library * Fix tabular.learner * Fix vision.core * Undo torch_core
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/07cb55835b0acddd6f3b023eb2b057e818397765;nbs/60_medical.imaging.ipynb;07cb55835b0acddd6f3b023eb2b057e818397765;environments and settings;;Install and Configuration Problems;Run Error;73;;1;;0;6;Hide nbdev import (#530) * Hide nbdev import * Fix notebook _09a_rect_augment.ipynb * Export notebook changes to the library * Fix tabular.learner * Fix vision.core * Undo torch_core
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/07cb55835b0acddd6f3b023eb2b057e818397765;nbs/61_tutorial.medical_imaging.ipynb;07cb55835b0acddd6f3b023eb2b057e818397765;environments and settings;;Install and Configuration Problems;Run Error;73;;1;;0;6;Hide nbdev import (#530) * Hide nbdev import * Fix notebook _09a_rect_augment.ipynb * Export notebook changes to the library * Fix tabular.learner * Fix vision.core * Undo torch_core
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/07cb55835b0acddd6f3b023eb2b057e818397765;nbs/65_medical.text.ipynb;07cb55835b0acddd6f3b023eb2b057e818397765;environments and settings;;Install and Configuration Problems;Run Error;73;;1;;0;6;Hide nbdev import (#530) * Hide nbdev import * Fix notebook _09a_rect_augment.ipynb * Export notebook changes to the library * Fix tabular.learner * Fix vision.core * Undo torch_core
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/07cb55835b0acddd6f3b023eb2b057e818397765;nbs/70_callback.wandb.ipynb;07cb55835b0acddd6f3b023eb2b057e818397765;environments and settings;;Install and Configuration Problems;Run Error;73;;1;;0;6;Hide nbdev import (#530) * Hide nbdev import * Fix notebook _09a_rect_augment.ipynb * Export notebook changes to the library * Fix tabular.learner * Fix vision.core * Undo torch_core
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/07cb55835b0acddd6f3b023eb2b057e818397765;nbs/71_callback.tensorboard.ipynb;07cb55835b0acddd6f3b023eb2b057e818397765;environments and settings;;Install and Configuration Problems;Run Error;73;;1;;0;6;Hide nbdev import (#530) * Hide nbdev import * Fix notebook _09a_rect_augment.ipynb * Export notebook changes to the library * Fix tabular.learner * Fix vision.core * Undo torch_core
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/07cb55835b0acddd6f3b023eb2b057e818397765;nbs/72_callback.neptune.ipynb;07cb55835b0acddd6f3b023eb2b057e818397765;environments and settings;;Install and Configuration Problems;Run Error;73;;1;;0;6;Hide nbdev import (#530) * Hide nbdev import * Fix notebook _09a_rect_augment.ipynb * Export notebook changes to the library * Fix tabular.learner * Fix vision.core * Undo torch_core
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/07cb55835b0acddd6f3b023eb2b057e818397765;nbs/73_callback.captum.ipynb;07cb55835b0acddd6f3b023eb2b057e818397765;environments and settings;;Install and Configuration Problems;Run Error;73;;1;;0;6;Hide nbdev import (#530) * Hide nbdev import * Fix notebook _09a_rect_augment.ipynb * Export notebook changes to the library * Fix tabular.learner * Fix vision.core * Undo torch_core
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/07cb55835b0acddd6f3b023eb2b057e818397765;nbs/_09a_rect_augment.ipynb;07cb55835b0acddd6f3b023eb2b057e818397765;environments and settings;;Install and Configuration Problems;Run Error;73;;11;;2;6;Hide nbdev import (#530) * Hide nbdev import * Fix notebook _09a_rect_augment.ipynb * Export notebook changes to the library * Fix tabular.learner * Fix vision.core * Undo torch_core
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/07cb55835b0acddd6f3b023eb2b057e818397765;nbs/_42_tabular_rapids.ipynb;07cb55835b0acddd6f3b023eb2b057e818397765;environments and settings;;Install and Configuration Problems;Run Error;73;;1;;0;6;Hide nbdev import (#530) * Hide nbdev import * Fix notebook _09a_rect_augment.ipynb * Export notebook changes to the library * Fix tabular.learner * Fix vision.core * Undo torch_core
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/9d6fb75ff1cf7e57deff204d8e533a040b101068;nbs/13b_metrics.ipynb;9d6fb75ff1cf7e57deff204d8e533a040b101068;implementation;;Coding error;Incorrect Functionality;2;;1;;1;2;Fix typo
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/05b58f9cc056f0e607ee609db05d95f63ded328c;nbs/12_optimizer.ipynb;05b58f9cc056f0e607ee609db05d95f63ded328c;implementation;;Coding error;Incorrect Functionality;373;;1;;1;605;Fixes
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/05b58f9cc056f0e607ee609db05d95f63ded328c;nbs/40_tabular.core.ipynb;05b58f9cc056f0e607ee609db05d95f63ded328c;implementation;;Coding error;Incorrect Functionality;373;;370;;602;605;Fixes
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/01b9a1015660a943d005cc7342e2a46c1ea6059b;nbs/13_learner.ipynb;01b9a1015660a943d005cc7342e2a46c1ea6059b;implementation;;Coding error;Run Error;8;;5;;24;25;Fix typo
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/01b9a1015660a943d005cc7342e2a46c1ea6059b;nbs/70_callback.wandb.ipynb;01b9a1015660a943d005cc7342e2a46c1ea6059b;implementation;;Coding error;Run Error;8;;1;;0;25;Fix typo
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/02f39105ef6a6307d2f3618bc02d0cf481bd59e0;nbs/13_learner.ipynb;02f39105ef6a6307d2f3618bc02d0cf481bd59e0;implementation;;Coding error;Incorrect Functionality;17;;12;;12;17;fixes self
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/00578159067f9566076c6f58ad26d54338713554;nbs/13_learner.ipynb;00578159067f9566076c6f58ad26d54338713554;implementation;;Coding error;Incorrect Functionality;2;;1;;0;0;Fix #77
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/9fce30a207ba6f9e79616105b414d11a8fb1dc77;nbs/00_torch_core.ipynb;9fce30a207ba6f9e79616105b414d11a8fb1dc77;implementation;;Unknown;Incorrect Functionality;9981;;1;;1;15282;fixes
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/9fce30a207ba6f9e79616105b414d11a8fb1dc77;nbs/03_data.core.ipynb;9fce30a207ba6f9e79616105b414d11a8fb1dc77;implementation;;Unknown;Incorrect Functionality;9981;;59;;32;15282;fixes
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/9fce30a207ba6f9e79616105b414d11a8fb1dc77;nbs/05_data.transforms.ipynb;9fce30a207ba6f9e79616105b414d11a8fb1dc77;implementation;;Unknown;Incorrect Functionality;9981;;6;;130;15282;fixes
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/9fce30a207ba6f9e79616105b414d11a8fb1dc77;nbs/06_data.block.ipynb;9fce30a207ba6f9e79616105b414d11a8fb1dc77;implementation;;Unknown;Incorrect Functionality;9981;;20;;24;15282;fixes
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/9fce30a207ba6f9e79616105b414d11a8fb1dc77;nbs/07_vision.core.ipynb;9fce30a207ba6f9e79616105b414d11a8fb1dc77;implementation;;Unknown;Incorrect Functionality;9981;;3;;3;15282;fixes
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/9fce30a207ba6f9e79616105b414d11a8fb1dc77;nbs/09_vision.augment.ipynb;9fce30a207ba6f9e79616105b414d11a8fb1dc77;implementation;;Unknown;Incorrect Functionality;9981;;22;;29;15282;fixes
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/9fce30a207ba6f9e79616105b414d11a8fb1dc77;nbs/09b_vision.utils.ipynb;9fce30a207ba6f9e79616105b414d11a8fb1dc77;implementation;;Unknown;Incorrect Functionality;9981;;1;;1;15282;fixes
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/9fce30a207ba6f9e79616105b414d11a8fb1dc77;nbs/09c_vision.widgets.ipynb;9fce30a207ba6f9e79616105b414d11a8fb1dc77;implementation;;Unknown;Incorrect Functionality;9981;;105;;0;15282;fixes
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/9fce30a207ba6f9e79616105b414d11a8fb1dc77;nbs/10_tutorial.pets.ipynb;9fce30a207ba6f9e79616105b414d11a8fb1dc77;implementation;;Unknown;Incorrect Functionality;9981;;33;;33;15282;fixes
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/9fce30a207ba6f9e79616105b414d11a8fb1dc77;nbs/12_optimizer.ipynb;9fce30a207ba6f9e79616105b414d11a8fb1dc77;implementation;;Unknown;Incorrect Functionality;9981;;10;;3;15282;fixes
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/9fce30a207ba6f9e79616105b414d11a8fb1dc77;nbs/13_learner.ipynb;9fce30a207ba6f9e79616105b414d11a8fb1dc77;implementation;;Unknown;Incorrect Functionality;9981;;29;;28;15282;fixes
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/9fce30a207ba6f9e79616105b414d11a8fb1dc77;nbs/13a_metrics.ipynb;9fce30a207ba6f9e79616105b414d11a8fb1dc77;implementation;;Unknown;Incorrect Functionality;9981;;4;;1;15282;fixes
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/9fce30a207ba6f9e79616105b414d11a8fb1dc77;nbs/14_callback.schedule.ipynb;9fce30a207ba6f9e79616105b414d11a8fb1dc77;implementation;;Unknown;Incorrect Functionality;9981;;11;;10;15282;fixes
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/9fce30a207ba6f9e79616105b414d11a8fb1dc77;nbs/18_callback.fp16.ipynb;9fce30a207ba6f9e79616105b414d11a8fb1dc77;implementation;;Unknown;Incorrect Functionality;9981;;28;;46;15282;fixes
102973646;https://github.com/fastai/fastai;https://github.com/fastai/fastai/commit/9fce30a207ba6f9e79616105b414d11a8fb1dc77;nbs/19_callback.mixup.ipynb;9fce30a207ba6f9e79616105b414d11a8fb1dc77;implementation;;Unknown;Incorrect Functionality;9981;;8;;3;15282;fixes
